Bankleitzahl;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17192;Waren (Müritz);DB PFK (Deutsche Bank PGK);21707;DEUTDEDB158
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);23951;Wismar;DB PFK (Deutsche Bank PGK);21707;DEUTDEDB148
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);19313;Wittenberge;DB PFK (Deutsche Bank PGK);21707;DEUTDEDB149
13070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);17438;Wolgast;DB PFK (Deutsche Bank PGK);21707;DEUTDEDB159
13080000;Commerzbank vormals Dresdner Bank;18010;Rostock;Commerzbank Rostock;28130;DRESDEFF130
13090000;Rostocker Volks- und Raiffeisenbank;18003;Rostock;Rostocker VR Bank;91063;GENODEF1HR1
13091054;Pommersche Volksbank;18439;Stralsund;Pommersche Volksbank;91054;GENODEF1HST
14040000;Commerzbank;19055;Schwerin;Commerzbank Schwerin;24140;COBADEFFXXX
14051000;Sparkasse Mecklenburg-Nordwest;23951;Wismar;Spk Mecklenburg-Nordwest;51499;NOLADE21WIS
14051362;Sparkasse Parchim-Lübz;19370;Parchim;Sparkasse Parchim-Lübz;51404;NOLADE21PCH
14052000;Sparkasse Mecklenburg-Schwerin;19053;Schwerin;Spk Mecklenburg-Schwerin;51498;NOLADE21LWL
14061308;Volks- und Raiffeisenbank;18273;Güstrow;VB u Raiffbk Güstrow;61289;GENODEF1GUE
14080000;Commerzbank vormals Dresdner Bank;19006;Schwerin;Commerzbank Schwerin;28140;DRESDEFF140
14080011;Commerzbank vormals Dresdner Bank Zw W;19006;Schwerin;Commerzbank Schwerin Zw W;;DRESDEFFI27
14091464;VR-Bank;19053;Schwerin;VR-Bank Schwerin;91044;GENODEF1SN1
15000000;Bundesbank;17020;Neubrandenburg;BBk Neubrandenburg;20150;MARKDEF1150
15040068;Commerzbank;17019;Neubrandenburg;Commerzbank Neubrandenburg;24151;COBADEFFXXX
15050100;Müritz-Sparkasse;17181;Waren (Müritz);Müritz-Sparkasse Waren;51514;NOLADE21WRN
15050200;Sparkasse Neubrandenburg-Demmin;17041;Neubrandenburg;Spk Neubrandenburg-Demmin;51515;NOLADE21NBS
15050400;Sparkasse Uecker-Randow;17302;Pasewalk;Sparkasse Uecker-Randow;51598;NOLADE21PSW
15050500;Sparkasse Vorpommern;17462;Greifswald, Hansestadt;Spk Vorpommern;51597;NOLADE21GRW
15051732;Sparkasse Mecklenburg-Strelitz;17235;Neustrelitz;Spk Mecklenburg-Strelitz;51512;NOLADE21MST
15061618;Raiffeisenbank Mecklenburger Seenplatte;17192;Waren (Müritz);Raiffbk Mecklenb Seenplatte;61261;GENODEF1WRN
15061638;Volksbank Vorpommern;17489;Greifswald, Hansestadt;VB Vorpommern;61265;GENODEF1ANK
15080000;Commerzbank vormals Dresdner Bank;17033;Neubrandenburg;Commerzbank Neubrandenbg;28150;DRESDEFF150
15091674;Volksbank Demmin;17109;Demmin, Hansestadt;Volksbank Demmin;91048;GENODEF1DM1
15091704;VR-Bank Uckermark-Randow;17291;Prenzlau;VR-Bank Uckermark-Randow;91045;GENODEF1PZ1
16010300;Investitionsbank des Landes Brandenburg;14473;Potsdam;Investitionsbk Potsdam;;ILBXDE8XXXX
16020086;UniCredit Bank - HypoVereinsbank;14467;Potsdam;UniCredit Bank-HypoVereinbk;22102;HYVEDEMM470
16040000;Commerzbank;14402;Potsdam;Commerzbank Potsdam;24160;COBADEFFXXX
16050000;Mittelbrandenburgische Sparkasse in Potsdam;14459;Potsdam;Mittelbrandenbg Sparkasse;51699;WELADED1PMB
16050101;Sparkasse Prignitz;16921;Pritzwalk;Sparkasse Prignitz;51698;WELADED1PRP
16050202;Sparkasse Ostprignitz-Ruppin;16816;Neuruppin;Spk Ostprignitz-Ruppin;51697;WELADED1OPR
16050500;LBS Ostdeutsche Landesbausparkasse;14463;Potsdam;LBS Ost Potsdam;;LBSODEB1XXX
16060122;Volks- und Raiffeisenbank Prignitz;19341;Perleberg;Volks- u Raiffbk Prignitz;61336;GENODEF1PER
16061938;Raiffeisenbank Ostprignitz-Ruppin;16803;Neuruppin;Raiffeisenbank Ostpr-Ruppin;61259;GENODEF1NPP
16062008;VR-Bank Fläming;14943;Luckenwalde;VR-Bank Fläming;61321;GENODEF1LUK
16062073;Brandenburger Bank;14770;Brandenburg an der Havel;Brandenburger Bank;61293;GENODEF1BRB
16080000;Commerzbank vormals Dresdner Bank;14467;Potsdam;Commerzbank Potsdam;28160;DRESDEFF160
16091994;Volksbank Rathenow;14704;Rathenow;Volksbank Rathenow;91025;GENODEF1RN1
17020086;UniCredit Bank - HypoVereinsbank;15230;Frankfurt (Oder);UniCredit Bank-HypoVereinbk;22106;HYVEDEMM471
17040000;Commerzbank;15230;Frankfurt (Oder);Commerzbank Frankfurt Oder;24170;COBADEFFXXX
17052000;Sparkasse Barnim;16204;Eberswalde;Sparkasse Barnim Eberswalde;51799;WELADED1GZE
17052302;Stadtsparkasse Schwedt;16303;Schwedt/Oder;St Spk Schwedt;51700;WELADED1UMX
17054040;Sparkasse Märkisch-Oderland;15344;Strausberg;Spk Märkisch-Oderland;51797;WELADED1MOL
17055050;Sparkasse Oder-Spree;15203;Frankfurt (Oder);Sparkasse Oder-Spree;51796;WELADED1LOS
17056060;Sparkasse Uckermark;17291;Prenzlau;Spk Uckermark Prenzlau;51798;WELADED1UMP
17062428;Raiffeisenbank-Volksbank Oder-Spree;15848;Beeskow;Raiff-VB Oder-Spree Beeskow;61250;GENODEF1BKW
17080000;Commerzbank vormals Dresdner Bank;15205;Frankfurt (Oder);Commerzbank Frankfurt, O;28170;DRESDEFF170
17092404;VR Bank Fürstenwalde Seelow Wriezen;15501;Fürstenwalde/Spree;VR Bank Fürstenwalde;91049;GENODEF1FW1
18020086;UniCredit Bank - HypoVereinsbank;03046;Cottbus;UniCredit Bank-HypoVereinbk;22107;HYVEDEMM472
18040000;Commerzbank;03003;Cottbus;Commerzbank Cottbus;24180;COBADEFFXXX
18050000;Sparkasse Spree-Neiße;03006;Cottbus;Sparkasse Spree-Neiße;51898;WELADED1CBN
18051000;Sparkasse Elbe-Elster;03231;Finsterwalde;Sparkasse Elbe-Elster;51897;WELADED1EES
18055000;Sparkasse Niederlausitz;01957;Senftenberg;Sparkasse Niederlausitz;51899;WELADED1OSL
18062678;VR Bank Lausitz;03044;Cottbus;VR Bank Lausitz;61278;GENODEF1FWA
18080000;Commerzbank vormals Dresdner Bank;03003;Cottbus;Commerzbank Cottbus;28180;DRESDEFF180
18092684;Spreewaldbank;15907;Lübben (Spreewald);Spreewaldbank Lübben;91026;GENODEF1LN1
18092744;Volksbank Spree-Neiße;03130;Spremberg;Volksbank Spree-Neiße;91027;GENODEF1SPM
20000000;Bundesbank;22772;Hamburg;BBk Hamburg;20200;MARKDEF1200
20010020;Postbank Ndl der DB Privat- und Firmenkundenbank;22280;Hamburg;Postbank Ndl DB PFK;10020;PBNKDEFFXXX
20010111;DSK Hyp;20354;Hamburg;DSK Hyp;25836;ESSEDE5F200
20010424;Aareal Bank;20009;Hamburg;Aareal Bank;26911;AARBDE5W200
20020200;Skandinaviska Enskilda Banken (publ) Hamburg Branch;60313;Frankfurt am Main;SEB, Hamburg;25200;ESSEDEFFHAM
20020500;Jyske Bank Fil Hamburg;20023;Hamburg;Jyske Bank Hamburg;25660;JYBADEHHXXX
20020900;Signal Iduna Bauspar;20351;Hamburg;Signal Iduna Bauspar;;SIBSDEHHXXX
20030000;UniCredit Bank - HypoVereinsbank;20454;Hamburg;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;21465;Reinbek;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;22902;Ahrensburg;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;22850;Norderstedt;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;23843;Bad Oldesloe;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;21502;Geesthacht;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25421;Pinneberg;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;39104;Magdeburg;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;18055;Rostock;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;19053;Schwerin;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;18439;Stralsund;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;38820;Halberstadt;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;49074;Osnabrück;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;17033;Neubrandenburg;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;39218;Schönebeck (Elbe);UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;21220;Seevetal;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;21244;Buchholz in der Nordheide;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24119;Kronshagen;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24217;Schönberg (Holstein);UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;23795;Bad Segeberg;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25821;Bredstedt;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25840;Friedrichstadt;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;21614;Buxtehude;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;21682;Stade;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;21423;Winsen (Luhe);UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24103;Kiel;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24340;Eckernförde;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24211;Preetz;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;23701;Eutin;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24534;Neumünster;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24576;Bad Bramstedt;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24837;Schleswig;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24376;Kappeln;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25813;Husum;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25836;Garding;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25899;Niebüll;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25832;Tönning;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25980;Sylt;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25938;Wyk auf Föhr;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25746;Heide;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25541;Brunsbüttel;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25761;Büsum;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25709;Marne;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25764;Wesselburen;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25335;Elmshorn;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25524;Itzehoe;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25554;Wilster;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;23552;Lübeck;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;21335;Lüneburg;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;27474;Cuxhaven;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;30159;Hannover;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;38100;Braunschweig;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;25826;Sankt Peter-Ording;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24937;Flensburg;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030000;UniCredit Bank - HypoVereinsbank;24768;Rendsburg;UniCredit Bank-HypoVereinbk;29260;HYVEDEMM300
20030133;Varengold Bank;22767;Hamburg;Varengold Bank;;VGAGDEHHXXX
20030300;DONNER & REUSCHEL;20095;Hamburg;DONNER & REUSCHEL;99010;CHDBDEHHXXX
20030400;Marcard, Stein & Co Bankiers;20095;Hamburg;Marcardbank Hamburg;26230;MCRDDEHHXXX
20030600;Sydbank Fil Hamburg;20459;Hamburg;Sydbank Hamburg;29816;SYBKDE22HAM
20030700;Merck Finck Privatbankiers;20312;Hamburg;Merck Finck Privatbankiers;26248;MEFIDEMM200
20040000;Commerzbank;20454;Hamburg;Commerzbank Hamburg;24200;COBADEHHXXX
20040005;Commerzbank, Filiale Hamburg 2;20454;Hamburg;Commerzbank Fil. Hamburg 2;24002;COBADEHHXXX
20040020;Commerzbank, CC SP;20349;Hamburg;Commerzbank CC SP, Hamburg;;COBADEFFXXX
20040040;Commerzbank GF RME;20454;Hamburg;Commerzbank GF RME, Hamburg;24220;COBADEFFXXX
20040048;Commerzbank GF-H48;20454;Hamburg;Commerzbank HBG GF-H48;24248;COBADEFFXXX
20040050;Commerzbank GF COC;20457;Hamburg;Commerzbank GF COC;24328;COBADEFFXXX
20040060;Commerzbank Gf 260;20454;Hamburg;Commerzbank Gf 260 Hamburg;24295;COBADEFFXXX
20040061;Commerzbank Gf 261;20454;Hamburg;Commerzbank Gf 261 Hamburg;24296;COBADEFFXXX
20040062;Commerzbank CC;20457;Hamburg;Commerzbank CC Hamburg;;COBADEFFXXX
20040063;Commerzbank CC;20457;Hamburg;Commerzbank CC Hamburg;;COBADEFFXXX
20041111;comdirect bank;25449;Quickborn;comdirect bank Quickborn;24221;COBADEHDXXX
20041133;comdirect bank;25449;Quickborn;comdirect bank Quickborn;24222;COBADEHD001
20041144;comdirect bank;25449;Quickborn;comdirect bank Quickborn;24224;COBADEHD044
20041155;comdirect bank;25449;Quickborn;comdirect bank;24225;COBADEHD055
20041166;comdirect bank;25449;Quickborn;comdirect bank Quickborn;24226;COBADEHD066
20041177;comdirect bank;25449;Quickborn;comdirect bank Quickborn;24227;COBADEHD077
20041188;comdirect bank;25449;Quickborn;comdirect bank Quickborn;24228;COBADEHD088
20041199;comdirect bank;25449;Quickborn;comdirect bank Quickborn;24229;COBADEHD099
20050000;Hamburg Commercial Bank, ehemals HSH Nordbank Hamburg;20095;Hamburg;Hamburg Commercial Bank;52000;HSHNDEHHXXX
20050550;Hamburger Sparkasse;20454;Hamburg;Haspa Hamburg;52001;HASPDEHHXXX
20060000;DZ BANK;20045;Hamburg;DZ BANK;;GENODEFF200
20069125;Kaltenkirchener Bank;24568;Kaltenkirchen;Kaltenkirchener Bank;62275;GENODEF1KLK
20069144;Raiffeisenbank;25371;Seestermühe;Raiffeisenbank Seestermühe;62286;GENODEF1SST
20069177;Raiffeisenbank Südstormarn Mölln;23879;Mölln;Raiffbk Südstormarn Mölln;62302;GENODEF1GRS
20069232;Raiffeisenbank;24643;Struvenhütten;Raiffbk Struvenhütten;62574;GENODEF1STV
20069641;Raiffeisenbank Owschlag;24811;Owschlag;Raiffeisenbank Owschlag;62578;GENODEF1OWS
20069780;Volksbank Ahlerstedt;21702;Ahlerstedt;Volksbank Ahlerstedt;62457;GENODEF1AST
20069782;Volksbank Geest;21641;Apensen;Volksbank Geest;62458;GENODEF1APE
20069786;Volksbank Kehdingen Zndl. der Ostfriesischen Volksbank;21703;Drochtersen;VB Kehdingen;62461;GENODEF1DRO
20069800;Spar- und Kreditbank;21714;Hammah;Spar- und Kreditbank Hammah;62466;GENODEF1HAA
20069812;Volksbank Fredenbeck;21717;Fredenbeck;Volksbank Fredenbeck;62474;GENODEF1FRB
20069815;Volksbank;21724;Oldendorf;Volksbank Oldendorf;62477;GENODEF1815
20069861;Raiffeisenbank;23909;Ratzeburg;Raiffeisenbank Ratzeburg;62490;GENODEF1RRZ
20069965;Volksbank Winsener Marsch;21436;Marschacht;VB Winsener Marsch;62531;GENODEF1WIM
20069989;Volksbank Wulfsen;21445;Wulfsen;Volksbank Wulfsen;62538;GENODEF1WUL
20070000;Deutsche Bank;20079;Hamburg;Deutsche Bank Hamburg;27600;DEUTDEHHXXX
20070000;Deutsche Bank;21494;Geesthacht;Deutsche Bank Geesthacht;27600;DEUTDEHH205
20070000;Deutsche Bank;22824;Norderstedt;Deutsche Bank Norderstedt;27600;DEUTDEHH202
20070000;Deutsche Bank;21233;Buchholz in der Nordheide;Deutsche Bank Buchholz;27600;DEUTDEHH207
20070000;Deutsche Bank;25541;Brunsbüttel;Deutsche Bank Brunsbüttel;27600;DEUTDEHH219
20070000;Deutsche Bank;25302;Elmshorn;Deutsche Bank Elmshorn;27600;DEUTDEHH221
20070000;Deutsche Bank;27452;Cuxhaven;Deutsche Bank Cuxhaven;27600;DEUTDEHH241
20070000;Deutsche Bank;22904;Ahrensburg;Deutsche Bank Ahrensburg;27600;DEUTDEHH201
20070000;Deutsche Bank;25524;Itzehoe;Deutsche Bank Itzehoe;27600;DEUTDEHH200
20070000;Deutsche Bank;21470;Lauenburg;Deutsche Bank Lauenburg;27600;DEUTDEHH203
20070000;Deutsche Bank;21682;Stade;Deutsche Bank Stade;27600;DEUTDEHH209
20070000;Deutsche Bank;25403;Pinneberg;Deutsche Bank Pinneberg;27600;DEUTDEHH206
20070000;Deutsche Bank;22871;Wedel;Deutsche Bank Wedel Holst;27600;DEUTDEHH204
20070000;Deutsche Bank;21602;Buxtehude;Deutsche Bank Buxtehude;27600;DEUTDEHH211
20070000;Deutsche Bank;21451;Reinbek;Deutsche Bank Reinbek;27600;DEUTDEHH213
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);20079;Hamburg;DB PFK (Deutsche Bank PGK);21600;DEUTDEDBHAM
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);22904;Ahrensburg;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB201
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);25541;Brunsbüttel;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB219
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21233;Buchholz in der Nordheide;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB207
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21602;Buxtehude;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB211
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);27452;Cuxhaven;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB241
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);25302;Elmshorn;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB221
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21494;Geesthacht;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB205
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);25524;Itzehoe;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB200
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21470;Lauenburg;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB203
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);22824;Norderstedt;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB202
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);25403;Pinneberg;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB206
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21451;Reinbek;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB213
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);21682;Stade;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB209
20070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);22871;Wedel;DB PFK (Deutsche Bank PGK);21600;DEUTDEDB204
20080000;Commerzbank vormals Dresdner Bank;20349;Hamburg;Commerzbank Hamburg;28200;DRESDEFF200
20080055;Commerzbank vormals Dresdner Bank Zw 55;20349;Hamburg;Commerzbank Zw 55 Hamburg;28202;DRESDEFF207
20080057;Commerzbank vormals Dresdner Bank Gf ZW 57;20349;Hamburg;Commerzbk ZW 57 Hamburg;28203;DRESDEFF208
20080085;Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 2;20349;Hamburg;Commerzbank ITKG2 Hamburg;;DRESDEFFI56
20080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3;20349;Hamburg;Commerzbank ITGK 3;;DRESDEFFI63
20080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;20349;Hamburg;Commerzbank ITGK4 Hamburg;;DRESDEFFI64
20080088;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;20349;Hamburg;Commerzbank ITGK5 Hamburg;;DRESDEFFI74
20080089;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;20349;Hamburg;Commerzbank ITGK6 Hamburg;;DRESDEFFI75
20080091;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7;20349;Hamburg;Commerzbank ITGK 7;;DRESDEFFJ33
20080092;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8;20349;Hamburg;Commerzbank ITGK 8;;DRESDEFFJ34
20080093;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9;20349;Hamburg;Commerzbank ITGK 9;;DRESDEFFJ35
20080094;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10;20349;Hamburg;Commerzbank ITGK 10;;DRESDEFFJ36
20080095;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11;20349;Hamburg;Commerzbank ITGK 11;;DRESDEFFJ37
20089200;Commerzbank vormals Dresdner Bank ITGK;20349;Hamburg;Commerzbank ITGK Hamburg;;DRESDEFFI06
20090400;DZ HYP;20095;Hamburg;DZ HYP Hamburg;26770;DGHYDEH1XXX
20090500;Augsburger Aktienbank (netbank);86150;Augsburg;AAB (netbank);92162;AUGBDE71NET
20090602;apoBank;20009;Hamburg;apoBank Hamburg;92050;DAAEDED1002
20090700;Edekabank;22297;Hamburg;Edekabank Hamburg;92055;EDEKDEHHXXX
20090745;EBANK Gf Cash;22297;Hamburg;EBANK Gf Cash Hamburg;92165;EDEKDEHHXXX
20090900;PSD Bank Nord;22013;Hamburg;PSD Bank Nord Hamburg;92063;GENODEF1P08
20110022;Postbank Ndl der DB Privat- und Firmenkundenbank;22283;Hamburg;Postbank Ndl DB PFK;;PBNKDEFFXXX
20110700;MUFG Bank (Europe) Germany Branch;40040;Düsseldorf;MUFG Bank;29605;BOTKDEH1XXX
20110800;Bank of China Fil Hamburg;20095;Hamburg;Bank of China Hamburg;;BKCHDEFFHMB
20120000;Joh. Berenberg, Gossler & Co;20354;Hamburg;Berenberg, Hamburg;26020;BEGODEHHXXX
20120100;M.M. Warburg & CO;20095;Hamburg;M.M. Warburg Bank;26391;WBWCDEHHXXX
20120200;BHF-BANK;20095;Hamburg;BHF-BANK Hamburg;25156;BHFBDEFF200
20120400;start:bausparkasse;22756;Hamburg;start:bausparkasse;;DRBKDEH1XXX
20120520;Bank für Sozialwirtschaft;22297;Hamburg;Sozialbank Hamburg;;BFSWDE33HAN
20120600;Goyer & Göppel;20354;Hamburg;Goyer & Göppel Hamburg;26145;GOGODEH1XXX
20120700;Hanseatic Bank;22177;Hamburg;Hanseatic Bank Hamburg;26175;HSTBDEHHXXX
20130400;GRENKE BANK;76532;Baden-Baden;GRENKE BANK;99047;GREBDEH1XXX
20130600;Barclays Bank Ireland Hamburg Branch;22761;Hamburg;Barclays Bank Hamburg;29665;BARCDEHAXXX
20133300;Santander Consumer Bank;20095;Hamburg;Santander Bank Hamburg;29412;SCFBDE33XXX
20190003;Hamburger Volksbank;20097;Hamburg;Hamburger Volksbank;92002;GENODEF1HH2
20190077;Hamburger Volksbank (Gf GAA);20097;Hamburg;Hamburger Volksbank Gf GAA;;GENODEF1HH2
20190109;Volksbank Raiffeisenbank;23843;Bad Oldesloe;Volksbank Raiffeisenbank;92038;GENODEF1HH4
20190800;MKB Mittelstandskreditbank;22547;Hamburg;MKB Hamburg;92164;GENODEF1MKB
20210200;Bank Melli Iran;20421;Hamburg;Bank Melli Iran Hamburg;29585;MELIDEHHXXX
20210300;Bank Saderat Iran;20422;Hamburg;Bank Saderat Iran Hamburg;29615;SIHRDEH1HAM
20220100;DNB Bank ASA - Filiale Deutschland;20354;Hamburg;DNB Bank;29910;DNBADEHXXXX
20220400;Warburg, M.M. - Hypothekenbank;20044;Hamburg;M.M. Warburg Hyp Hamburg;;MMWHDEH1XXX
20220800;SAXO PAYMENTS;20095;Hamburg;SAXOPAYMENTS;;SXPYDEHHXXX
20230300;Otto M. Schröder Bank;20355;Hamburg;Schröderbank Hamburg;26320;OSCBDEH1XXX
20230600;Isbank Hamburg;20095;Hamburg;Isbank Hamburg;29838;ISBKDEFXXXX
20230800;Max Heinr. Sutor;20433;Hamburg;Sutor Bank Hamburg;26375;MHSBDEHBXXX
